Restaurant ID,Restaurant Name,Country Code,City,Address,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating text,Votes
18228857,The Roll Van,1,Noida,Sector 45,North Indian Mughlai,500,Indian Rupees(Rs.),No,No,No,2,2.9,Average,4
18456765,Balaji Restaurant & Sweets,1,Noida,Sector 45,South Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18317512,Baskin Robbins,1,Noida,Sector 45,Ice Cream,300,Indian Rupees(Rs.),No,Yes,No,1,0,Not rated,2
18432231,Baskin Robbins,1,Noida,Sector 45,Ice Cream,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18486776,Chandu Chat Bhandar,1,Noida,Sector 45,Street Food,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18432236,Foodies Park,1,Noida,Sector 45,Chinese North Indian,450,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
311706,Noida Cakes Online,1,Noida,Sector 47,Bakery,300,Indian Rupees(Rs.),No,No,No,1,3,Average,9
18410380,The Epicureans,1,Noida,Sector 47,North Indian Mughlai Chinese,650,Indian Rupees(Rs.),No,No,No,2,3.4,Average,20
18426112,Bhojanam4u,1,Noida,Sector 47,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18418205,Chocadoodledoo,1,Noida,Sector 47,Bakery,500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,0
18352161,Chocolate Therapy by Nishi,1,Noida,Sector 47,Bakery,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,3
18234101,Cookie House,1,Noida,Sector 47,Bakery,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
312313,Adhikari Fast Food Corner,1,Noida,Sector 48,Chinese Fast Food,400,Indian Rupees(Rs.),No,No,No,1,2.8,Average,5
18339329,Amrit's Agni Multi Cuisine Restaurant,1,Noida,Sector 48,North Indian Chinese,550,Indian Rupees(Rs.),No,No,No,2,2.9,Average,4
304818,Punjabi Chaska,1,Noida,Sector 48,North Indian Mughlai Chinese,550,Indian Rupees(Rs.),No,No,No,2,3,Average,27
18303838,The Choco Shop,1,Noida,Sector 48,Bakery,700,Indian Rupees(Rs.),No,No,No,2,3,Average,5
310724,The Taste,1,Noida,Sector 48,Bakery Fast Food,500,Indian Rupees(Rs.),No,No,No,2,3.1,Average,7
310753,Tibb's Frankie,1,Noida,Sector 48,Fast Food,250,Indian Rupees(Rs.),No,Yes,No,1,3.4,Average,22
18435295,Amazing Burgers,1,Noida,Sector 48,Burger Fast Food,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18281160,Kitchen Express,1,Noida,Sector 48,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
309155,Domino's Pizza,1,Noida,Sector 48,Pizza Fast Food,700,Indian Rupees(Rs.),No,No,No,2,2.3,Poor,38
18289230,Public Cafe,1,Noida,Sector 48,Fast Food Beverages,450,Indian Rupees(Rs.),No,Yes,No,1,2.4,Poor,7
18277218,Chocopur,1,Noida,Sector 49,Bakery Desserts,500,Indian Rupees(Rs.),No,No,No,2,3,Average,11
18133492,Sweta Restaurant,1,Noida,Sector 49,North Indian,400,Indian Rupees(Rs.),No,Yes,No,1,3.2,Average,61
18332086,Flames of Tandoor,1,Noida,Sector 49,North Indian Mughlai,450,Indian Rupees(Rs.),No,Yes,No,1,3.5,Good,76
18419113,Shaivi's Kitchen,1,Noida,Sector 49,North Indian South Indian Chinese,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18203626,Kuppies,1,Noida,Sector 5,Bakery Desserts,250,Indian Rupees(Rs.),No,No,No,1,3.8,Good,89
312978,The Urban Chulha,1,Noida,Sector 5,North Indian,300,Indian Rupees(Rs.),No,Yes,No,1,3.5,Good,87
18451091,Goyal Chhole Kulche Wala,1,Noida,Sector 5,Street Food,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
304727,Cafe Coffee Day,1,Noida,Sector 50,Cafe,450,Indian Rupees(Rs.),No,No,No,1,2.7,Average,42
3679,Choco House,1,Noida,Sector 50,Desserts,450,Indian Rupees(Rs.),No,No,No,1,3.4,Average,18
306023,DCK- Dana Choga's Kitchen,1,Noida,Sector 50,North Indian Mughlai,800,Indian Rupees(Rs.),No,Yes,No,2,2.7,Average,340
18378765,Fresh and Fit Ghar Ka Khana,1,Noida,Sector 50,North Indian Healthy Food Rajasthani,400,Indian Rupees(Rs.),No,No,No,1,3.1,Average,10
18014129,Hungry Ullu,1,Noida,Sector 50,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,2,3.3,Average,141
301081,Khidmat,1,Noida,Sector 50,North Indian Mughlai Chinese,750,Indian Rupees(Rs.),No,Yes,No,2,3.4,Average,369
2971,Lahori Restaurant,1,Noida,Sector 50,North Indian Chinese,800,Indian Rupees(Rs.),Yes,No,No,2,2.5,Average,206
302406,New Chinese Chilli Sizzler,1,Noida,Sector 50,Chinese,400,Indian Rupees(Rs.),No,No,No,1,2.7,Average,53
18254253,Nirmala's,1,Noida,Sector 50,North Indian Chinese,450,Indian Rupees(Rs.),No,Yes,No,1,3.4,Average,51
18138435,Prime Bakery,1,Noida,Sector 50,Bakery Mithai,300,Indian Rupees(Rs.),No,No,No,1,3,Average,11
5684,Royal Empire Meat Shop,1,Noida,Sector 50,Raw Meats Fast Food,400,Indian Rupees(Rs.),No,No,No,1,3.4,Average,29
1745,Southern Treat,1,Noida,Sector 50,South Indian,500,Indian Rupees(Rs.),No,Yes,No,2,2.8,Average,113
3707,Subway,1,Noida,Sector 50,American Fast Food Salad Healthy Food,500,Indian Rupees(Rs.),No,No,No,2,2.5,Average,165
18371395,The Chickmunks CafÌ©,1,Noida,Sector 50,Fast Food Cafe Italian North Indian Chinese,550,Indian Rupees(Rs.),No,Yes,Yes,2,3.2,Average,48
310766,The FLIP Cafe,1,Noida,Sector 50,Italian Continental North Indian Chinese,650,Indian Rupees(Rs.),No,Yes,No,2,2.6,Average,147
2939,Yo! China,1,Noida,Sector 50,Chinese,1300,Indian Rupees(Rs.),No,Yes,No,3,2.5,Average,252
1919,Gopala,1,Noida,Sector 50,Mithai Street Food,250,Indian Rupees(Rs.),No,No,No,1,3.6,Good,69
9313,R.I.P Cafe & Lounge,1,Noida,Sector 50,Cafe,700,Indian Rupees(Rs.),No,Yes,No,2,3.5,Good,203
18470627,Big Biryani,1,Noida,Sector 50,Biryani Mughlai,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18273432,Cupcakes & More,1,Noida,Sector 50,Bakery Desserts,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18163927,Heavens Food Xprs,1,Noida,Sector 50,North Indian Mughlai Chinese,600,Indian Rupees(Rs.),No,No,No,2,0,Not rated,2
18373828,Parul's Cooking Hub,1,Noida,Sector 50,North Indian,450,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18252364,Republic of Chicken,1,Noida,Sector 50,Raw Meats Fast Food,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18376068,Somethings Sweet,1,Noida,Sector 50,Bakery,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
308725,Chawla'så_,1,Noida,Sector 50,North Indian Mughlai Chinese,800,Indian Rupees(Rs.),Yes,Yes,No,2,2.3,Poor,91
385,Domino's Pizza,1,Noida,Sector 50,Pizza Fast Food,700,Indian Rupees(Rs.),No,No,No,2,2.4,Poor,161
18432227,Nazeer Foods,1,Noida,Sector 50,Mughlai North Indian,600,Indian Rupees(Rs.),No,Yes,No,2,2.3,Poor,12
308441,Night Food Xprs,1,Noida,Sector 50,North Indian Chinese,500,Indian Rupees(Rs.),No,Yes,No,2,2.3,Poor,115
2327,Pizza Hut Delivery,1,Noida,Sector 50,Italian Pizza Fast Food,800,Indian Rupees(Rs.),No,Yes,No,2,2.3,Poor,173
313045,The Caspian,1,Noida,Sector 50,North Indian Chinese,1300,Indian Rupees(Rs.),Yes,Yes,No,3,2.4,Poor,56
309818,The Noodle Box Co.,1,Noida,Sector 50,Chinese Thai Asian,750,Indian Rupees(Rs.),Yes,No,No,2,2.4,Poor,137
311341,WTF - World's Tastiest Food,1,Noida,Sector 50,North Indian Chinese,800,Indian Rupees(Rs.),No,Yes,No,2,2.4,Poor,21
18398605,Biryani By Kilo,1,Noida,Sector 50,Biryani Mughlai,700,Indian Rupees(Rs.),No,Yes,No,2,4.1,Very Good,126
18383531,Kalpak Restaurant & Cafe,1,Noida,Sector 50,North Indian Chinese,1300,Indian Rupees(Rs.),Yes,Yes,No,3,4.3,Very Good,150
306167,Theos,1,Noida,Sector 50,Desserts Bakery Fast Food,500,Indian Rupees(Rs.),No,No,No,2,4.1,Very Good,516
308059,Aamantran Bangla,1,Noida,Sector 51,Bengali North Indian,650,Indian Rupees(Rs.),No,No,No,2,2.7,Average,27
18489511,Chung-Fu,1,Noida,Sector 51,Chinese,350,Indian Rupees(Rs.),No,No,No,1,3,Average,5
18388008,Paco Meals,1,Noida,Sector 51,North Indian Chinese Fast Food,150,Indian Rupees(Rs.),No,No,No,1,2.8,Average,11
18255153,Reena Restaurant,1,Noida,Sector 51,North Indian Chinese South Indian,350,Indian Rupees(Rs.),No,No,No,1,2.7,Average,9
313164,Sanskriti Foods,1,Noida,Sector 51,North Indian Chinese,650,Indian Rupees(Rs.),No,Yes,No,2,3.1,Average,29
18432195,Biryani Vice,1,Noida,Sector 51,North Indian Biryani,500,Indian Rupees(Rs.),No,Yes,No,2,3.6,Good,19
18261811,Dietwholic,1,Noida,Sector 51,Healthy Food North Indian Chinese Continental,600,Indian Rupees(Rs.),No,Yes,No,2,3.7,Good,142
18377891,Goldenplates,1,Noida,Sector 51,North Indian Mughlai Chinese Fast Food,600,Indian Rupees(Rs.),No,No,No,2,3.6,Good,33
18273047,Mishti's Kitchen,1,Noida,Sector 51,Chinese Mughlai,550,Indian Rupees(Rs.),No,Yes,No,2,3.6,Good,49
18261720,Shahenshah,1,Noida,Sector 51,North Indian Mughlai Chinese,500,Indian Rupees(Rs.),No,Yes,No,2,3.5,Good,61
18435293,Ayush Chicken Point,1,Noida,Sector 51,North Indian Mughlai Chinese,450,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18480748,Baby Got Bacon,1,Noida,Sector 51,American Italian,500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,0
18480216,Better Butter Chicken,1,Noida,Sector 51,North Indian,500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,0
18478977,Black Pepper,1,Noida,Sector 51,North Indian Chinese Mughlai,500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,2
18500639,Chandni Chowk 2 China,1,Noida,Sector 51,North Indian Chinese,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18357573,Choco N Lush,1,Noida,Sector 51,Bakery Desserts,500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,0
18435297,Friend's Restaurant,1,Noida,Sector 51,North Indian Chinese,500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,0
18322688,Ghar Ka Khana,1,Noida,Sector 51,North Indian,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18383521,Ghar Ka Swad,1,Noida,Sector 51,North Indian Chinese,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18337906,Kake Da Dhaba,1,Noida,Sector 51,Awadhi North Indian,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18351422,Knight Kitchens,1,Noida,Sector 51,North Indian Fast Food Chinese,450,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18353796,Lucknow Heritage,1,Noida,Sector 51,Lucknowi,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18495875,Momos Box,1,Noida,Sector 51,Tibetan Street Food,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18480321,Raging Bull - The Spicy Punch,1,Noida,Sector 51,Mexican Italian,500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,0
18332475,Second Home,1,Noida,Sector 51,Chinese North Indian,800,Indian Rupees(Rs.),Yes,No,No,2,0,Not rated,3
18439522,The Big Buddha Grill,1,Noida,Sector 51,Cafe Mexican,550,Indian Rupees(Rs.),No,Yes,No,2,0,Not rated,2
18481291,Whatslife.in,1,Noida,Sector 51,North Indian Chinese,500,Indian Rupees(Rs.),No,Yes,No,2,0,Not rated,0
1498,Slice of Italy,1,Noida,Sector 51,Italian Pizza Bakery,700,Indian Rupees(Rs.),No,Yes,No,2,2.3,Poor,230
18258491,Bebbe Da Degh,1,Noida,Sector 52,North Indian,800,Indian Rupees(Rs.),No,No,No,2,3.2,Average,65
304484,Chauhan Hotel,1,Noida,Sector 52,North Indian,150,Indian Rupees(Rs.),No,No,No,1,2.9,Average,11
18477658,52 Food Express,1,Noida,Sector 52,North Indian Chinese,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18368602,Delicious Treasure,1,Noida,Sector 52,North Indian,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18435807,Shiv Murti Hotel,1,Noida,Sector 52,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18287399,Kaka Ji Restaurant,1,Noida,Sector 53,North Indian Mughlai,800,Indian Rupees(Rs.),No,Yes,No,2,2.9,Average,6
309873,Lazzez's,1,Noida,Sector 53,North Indian Mughlai Chinese Raw Meats,600,Indian Rupees(Rs.),No,No,No,2,2.9,Average,25
310170,Mithaas Sweets,1,Noida,Sector 53,North Indian Chinese South Indian Mithai,650,Indian Rupees(Rs.),No,Yes,No,2,3.1,Average,39
8497,Mithaas,1,Noida,Sector 53,North Indian Chinese South Indian Mithai,650,Indian Rupees(Rs.),No,Yes,No,2,3.2,Average,193
312184,Tandoori Corner,1,Noida,Sector 53,North Indian Mughlai Chinese,500,Indian Rupees(Rs.),No,Yes,No,2,2.6,Average,9
18082207,Culinate,1,Noida,Sector 53,Continental Fast Food Asian Italian,500,Indian Rupees(Rs.),No,Yes,No,2,3.8,Good,200
18144457,Haaochi,1,Noida,Sector 53,Chinese,600,Indian Rupees(Rs.),No,Yes,No,2,3.5,Good,123
18346998,Bake Walkers,1,Noida,Sector 53,Bakery Desserts,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18435308,Chacha Food Street,1,Noida,Sector 53,North Indian Chinese,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18291227,DudeFood,1,Noida,Sector 53,North Indian,350,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18435795,Indian Special Hot Momos,1,Noida,Sector 53,Chinese,50,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18383031,Kesarwa Bakez,1,Noida,Sector 53,Bakery,500,Indian Rupees(Rs.),No,Yes,No,2,0,Not rated,2
304750,Om Bikaner Sweets,1,Noida,Sector 53,Mithai,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18435790,Sadda Adda 2 Cafe & Lounge,1,Noida,Sector 53,Cafe,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18244407,The Backyard Chef,1,Noida,Sector 53,North Indian,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18428215,Veer Jee,1,Noida,Sector 53,North Indian,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,3
18382356,VP ki Kitchen,1,Noida,Sector 53,North Indian Mughlai Chinese,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
307841,Flying Cakes,1,Noida,Sector 53,Bakery,350,Indian Rupees(Rs.),No,Yes,No,1,2.1,Poor,56
18157407,Taste In Box,1,Noida,Sector 53,North Indian Chinese,500,Indian Rupees(Rs.),No,Yes,No,2,2.3,Poor,23
8068,Snacks Point,1,Noida,Sector 55,Chinese,150,Indian Rupees(Rs.),No,No,No,1,2.9,Average,4
18435313,Sector 55 China Town,1,Noida,Sector 55,Chinese,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18249124,B Tamang Chineese,1,Noida,Sector 56,Chinese,300,Indian Rupees(Rs.),No,No,No,1,2.9,Average,4
302502,Foodelicious,1,Noida,Sector 56,North Indian Chinese Mughlai,500,Indian Rupees(Rs.),No,Yes,No,2,3.1,Average,144
313329,The Cake Masters,1,Noida,Sector 56,Bakery Desserts,500,Indian Rupees(Rs.),No,Yes,No,2,2.5,Average,7
18126119,Food Hut,1,Noida,Sector 56,North Indian,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18435805,South Indian Snacks Stall,1,Noida,Sector 56,South Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18409196,Twenty Four Seven,1,Noida,Sector 57,Fast Food North Indian,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
501,Barista,1,Noida,Sector 58,Cafe,650,Indian Rupees(Rs.),No,No,No,2,3,Average,7
510,Barista,1,Noida,Sector 58,Cafe,650,Indian Rupees(Rs.),No,No,No,2,2.9,Average,5
18418274,The Gourmet Shack,1,Noida,Sector 58,Continental American,600,Indian Rupees(Rs.),No,Yes,No,2,3.3,Average,15
5746,Vanshika Indian Chinese & Parantha Corner,1,Noida,Sector 58,Chinese North Indian,300,Indian Rupees(Rs.),No,No,No,1,3.1,Average,29
18215963,Yes Bosz Food Plaza,1,Noida,Sector 58,North Indian Chinese,400,Indian Rupees(Rs.),No,Yes,No,1,2.7,Average,15
18432232,A1 Restaurant,1,Noida,Sector 58,North Indian,500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,0
304487,Aggarwal Sweets India,1,Noida,Sector 58,Mithai Street Food,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18433909,Chaska Food Hut,1,Noida,Sector 58,North Indian Chinese,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
8096,Hasty Tasty Fast Food,1,Noida,Sector 58,North Indian Chinese,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18459896,Pihu's Cafe,1,Noida,Sector 58,Fast Food,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
5702,Sanjay Pandit Bhojnalaya,1,Noida,Sector 58,North Indian,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
304502,Sharma Hotel,1,Noida,Sector 58,North Indian,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18432196,Shri G,1,Noida,Sector 58,North Indian,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18414468,Nite Bites,1,Noida,Sector 59,North Indian Chinese Fast Food,650,Indian Rupees(Rs.),No,Yes,Yes,2,2.7,Average,8
8090,Shankar Fast Food,1,Noida,Sector 59,North Indian Chinese,300,Indian Rupees(Rs.),No,No,No,1,2.7,Average,15
8092,Shivam Fast Food,1,Noida,Sector 59,North Indian South Indian Chinese,350,Indian Rupees(Rs.),No,No,No,1,2.9,Average,12
18391140,Yumbo Bites,1,Noida,Sector 59,Fast Food,350,Indian Rupees(Rs.),No,No,No,1,3.1,Average,10
312935,Essen Foods,1,Noida,Sector 59,North Indian Mughlai Chinese,700,Indian Rupees(Rs.),No,No,No,2,0,Not rated,1
18313786,L'amore,1,Noida,Sector 59,Bakery Desserts Fast Food,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18432223,SPL Food Corner,1,Noida,Sector 59,Chinese North Indian,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
8077,Shree Ganesh M Cafe,1,Noida,Sector 6,South Indian,150,Indian Rupees(Rs.),No,No,No,1,3.1,Average,7
8089,Chauhan Fast Food,1,Noida,Sector 60,Chinese North Indian Fast Food,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18368771,Right for Night,1,Noida,Sector 60,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18481296,Whatslife.in,1,Noida,Sector 60,North Indian Chinese,500,Indian Rupees(Rs.),No,Yes,No,2,0,Not rated,0
18128894,BakeAffair,1,Noida,Sector 61,Bakery Desserts,300,Indian Rupees(Rs.),No,No,No,1,3.4,Average,30
18451823,Mirchievous,1,Noida,Sector 61,North Indian,650,Indian Rupees(Rs.),No,Yes,No,2,3.1,Average,6
18469955,Cafe Coffee Day,1,Noida,Sector 61,Cafe,450,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18466392,Dev Food,1,Noida,Sector 61,North Indian South Indian Chinese,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
310755,Green Vally Chiiness Food,1,Noida,Sector 61,Chinese,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,3
312186,221 B Baker Street,1,Noida,Sector 62,Bakery,200,Indian Rupees(Rs.),No,Yes,No,1,3.2,Average,19
4469,Binge Restaurant,1,Noida,Sector 62,North Indian Chinese Continental,1100,Indian Rupees(Rs.),Yes,No,No,3,3.2,Average,325
18423860,Boxmeal,1,Noida,Sector 62,North Indian Chinese,400,Indian Rupees(Rs.),No,No,No,1,3,Average,4
307335,Brown Town,1,Noida,Sector 62,Bakery,150,Indian Rupees(Rs.),No,No,No,1,2.7,Average,11
5698,Cafe Coffee Day,1,Noida,Sector 62,Cafe,450,Indian Rupees(Rs.),No,No,No,1,3,Average,26
8130,Cafe Coffee Day,1,Noida,Sector 62,Cafe,450,Indian Rupees(Rs.),No,No,No,1,3,Average,14
311533,Cafe Green Apple,1,Noida,Sector 62,North Indian South Indian Fast Food,400,Indian Rupees(Rs.),No,No,No,1,3.2,Average,16
18268502,Cake Mandi,1,Noida,Sector 62,Bakery Desserts,500,Indian Rupees(Rs.),No,No,No,2,3.2,Average,17
18285723,Chai Thela,1,Noida,Sector 62,Cafe,250,Indian Rupees(Rs.),No,No,No,1,3.1,Average,10
308751,Chinese Chilli Sizzler,1,Noida,Sector 62,Chinese,200,Indian Rupees(Rs.),No,No,No,1,2.9,Average,5
18273567,Delhi Biryani Hut,1,Noida,Sector 62,Biryani Mughlai,300,Indian Rupees(Rs.),No,No,No,1,2.7,Average,9
3753,Dev's Restaurant & Bar,1,Noida,Sector 62,North Indian Mughlai Chinese,1500,Indian Rupees(Rs.),No,Yes,No,3,3.1,Average,56
18258503,Doggy Style,1,Noida,Sector 62,Continental Italian,700,Indian Rupees(Rs.),No,Yes,No,2,3.2,Average,33
1844,Domino's Pizza,1,Noida,Sector 62,Pizza Fast Food,700,Indian Rupees(Rs.),No,No,No,2,2.6,Average,118
313305,Floating Cakes,1,Noida,Sector 62,Bakery,400,Indian Rupees(Rs.),No,No,No,1,2.8,Average,12
18281981,Food Brigade,1,Noida,Sector 62,North Indian South Indian Chinese Fast Food,300,Indian Rupees(Rs.),No,No,No,1,3.2,Average,15
308718,Frequent Bakes,1,Noida,Sector 62,Bakery Desserts Fast Food,350,Indian Rupees(Rs.),No,Yes,No,1,2.5,Average,38
18423098,GreeNox,1,Noida,Sector 62,Fast Food Beverages,200,Indian Rupees(Rs.),No,Yes,No,1,3.4,Average,16
18435329,GVP Creations,1,Noida,Sector 62,Bakery,400,Indian Rupees(Rs.),No,No,No,1,3.1,Average,7
18367978,Health Buzzz,1,Noida,Sector 62,Healthy Food,350,Indian Rupees(Rs.),No,Yes,No,1,3.2,Average,11
5777,Hot & Spicy,1,Noida,Sector 62,Chinese,250,Indian Rupees(Rs.),No,No,No,1,2.9,Average,4
18396437,Malabar Junction,1,Noida,Sector 62,South Indian North Indian Chinese,500,Indian Rupees(Rs.),No,No,No,2,3.3,Average,15
18224549,Masters Caterer,1,Noida,Sector 62,North Indian Chinese,400,Indian Rupees(Rs.),No,No,No,1,2.9,Average,6
8138,Meeting Point Corner,1,Noida,Sector 62,Chinese,200,Indian Rupees(Rs.),No,No,No,1,2.8,Average,14
18281973,Mithaas Sweets,1,Noida,Sector 62,North Indian Chinese South Indian Mithai,650,Indian Rupees(Rs.),No,Yes,No,2,2.7,Average,17
18391059,Mom's Canteen,1,Noida,Sector 62,North Indian,200,Indian Rupees(Rs.),No,No,No,1,3,Average,5
313049,MS Foods,1,Noida,Sector 62,North Indian,400,Indian Rupees(Rs.),No,No,No,1,3.1,Average,9
313250,Oh Buoy,1,Noida,Sector 62,Chinese,650,Indian Rupees(Rs.),No,No,No,2,3.3,Average,50
313358,Old Tehrii Cafe & Lounge,1,Noida,Sector 62,North Indian Chinese Cafe,1500,Indian Rupees(Rs.),Yes,No,No,3,3.1,Average,13
18358191,Pichli Gali,1,Noida,Sector 62,North Indian Chinese Fast Food,300,Indian Rupees(Rs.),No,No,No,1,3,Average,5
5696,Pizza Hut,1,Noida,Sector 62,Italian Pizza,1000,Indian Rupees(Rs.),No,Yes,No,3,3.1,Average,147
18252359,Rasoi99,1,Noida,Sector 62,North Indian Chinese,800,Indian Rupees(Rs.),No,Yes,No,2,3.2,Average,10
4483,Republic of Chicken,1,Noida,Sector 62,Raw Meats Fast Food,400,Indian Rupees(Rs.),No,No,No,1,3.1,Average,17
5776,Republic's @ Dhaba,1,Noida,Sector 62,North Indian Street Food,750,Indian Rupees(Rs.),No,No,No,2,2.9,Average,56
8767,Rolling Beans,1,Noida,Sector 62,South Indian,250,Indian Rupees(Rs.),No,Yes,No,1,2.8,Average,5
311622,Rollmaal,1,Noida,Sector 62,Fast Food North Indian Chinese,500,Indian Rupees(Rs.),No,Yes,No,2,3.4,Average,155
308758,Subway,1,Noida,Sector 62,American Fast Food Salad Healthy Food,500,Indian Rupees(Rs.),No,Yes,No,2,2.5,Average,28
303996,Swad,1,Noida,Sector 62,North Indian Chinese Continental,900,Indian Rupees(Rs.),Yes,No,No,2,2.8,Average,13
18128867,The Chaiwalas,1,Noida,Sector 62,Cafe,300,Indian Rupees(Rs.),No,No,No,1,2.9,Average,9
18160567,The Hunger Cure,1,Noida,Sector 62,Fast Food North Indian,600,Indian Rupees(Rs.),No,No,No,2,3,Average,9
18128892,World Bites,1,Noida,Sector 62,Chinese North Indian,500,Indian Rupees(Rs.),No,Yes,No,2,3.4,Average,30
18380262,BunkYard Cafe,1,Noida,Sector 62,Fast Food Beverages,400,Indian Rupees(Rs.),No,No,No,1,3.5,Good,33
307703,Chaayos,1,Noida,Sector 62,Cafe Tea,400,Indian Rupees(Rs.),No,Yes,No,1,3.5,Good,182
302308,RollsKing,1,Noida,Sector 62,Fast Food,300,Indian Rupees(Rs.),No,No,No,1,3.8,Good,401
3939,Sandwich King,1,Noida,Sector 62,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,2,3.5,Good,215
311656,Speedy Chow,1,Noida,Sector 62,Chinese Thai,850,Indian Rupees(Rs.),No,Yes,No,2,3.6,Good,114
304441,Aggarwal Bikaneri Sweets & Restaurant,1,Noida,Sector 62,Street Food Mithai,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,3
18344518,Al-Aayat Mughlai Biryani,1,Noida,Sector 62,Biryani,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
304439,Baba Chinese Fast Food,1,Noida,Sector 62,Chinese,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18312485,Cafe Coffee Day,1,Noida,Sector 62,Cafe,450,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
312188,Cafe Rap,1,Noida,Sector 62,Fast Food,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18424577,Chinese Fast Food Corner,1,Noida,Sector 62,Chinese,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
312192,Chinese Food Corner,1,Noida,Sector 62,Chinese,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18424631,Chinese Hot,1,Noida,Sector 62,Chinese,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18474221,Dial a Cake,1,Noida,Sector 62,Bakery Fast Food,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18268694,Doon Dhaba,1,Noida,Sector 62,North Indian Chinese,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
